data_assinatura;inicio_vigencia;fim_vigencia;orgao_superior;orgao_entidade;unidade_gestora;forma_contratacao;grupo_objeto;numero_contrato;situacao;objeto;valor_contratado_rs
"04/09/2013";"04/09/2013";"04/09/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"1413/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.285,51"
"04/09/2013";"04/09/2013";"04/09/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"98560/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"2.430,01"
"04/09/2013";"04/09/2013";"04/09/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"1415/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.285,51"
"03/09/2013";"03/09/2013";"03/09/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROBRAS BIOCOMBUSTIVEL S/A - PBIO";"Sem Informação";"Outros";"2612/2013";"Fechado";"Inscrições em treinamentos externos";"3.949,99"
"03/09/2013";"03/09/2013";"03/09/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"8682/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"7.500,00"
"03/09/2013";"03/09/2013";"03/09/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"7411/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"3.750,01"
"03/09/2013";"03/09/2013";"03/09/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"7414/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"22.969,00"
"03/09/2013";"03/09/2013";"03/09/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"7421/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"10.687,50"
"02/09/2013";"02/09/2013";"02/09/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"15965/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"25.521,01"
"29/08/2013";"01/10/2013";"29/01/2014";"Ministério da Defesa";"Empresa Brasileira de Infraestrutura Aeroportuária";"EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUARIA";"Sem Informação";"Outros";"86/2013";"Fechado";"Prestação de serviços de pesquisa de opinião nacional de satisfação e avaliação de imagem e qualidade dos serviços prestados pela infraero.";"700.000,00"
"29/08/2013";"29/08/2013";"28/08/2015";"Ministério da Fazenda";"Comissão de Valores Mobiliários";"COMISSAO DE VALORES MOBILIARIOS";"Dispensa de Licitação";"Serviços";"44/2013";"Publicado";"Participação de servidor no curso de MBA - Master in Finance.";"38.290,00"
"27/08/2013";"04/09/2013";"07/11/2015";"Ministério da Defesa";"Comando do Exército";"BASE DE ADMINISTRACAO E APOIO/CCOMGEX";"Inexigibilidade de Licitação";"Outros";"15/2013";"Publicado";"Contratação de serviço educacional referente ao Curso de Pós-Graduação ""Lato Senso"" nível de especialização MBA em Orçamento e GestãoPública.";"43.500,00"
"27/08/2013";"27/08/2013";"26/08/2014";"Ministério da Defesa";"Comando do Exército";"SECRETARIA DE ECONOMIA E FINANCAS";"Dispensa de Licitação";"Outros";"13/2013";"Publicado";"Contratação da Fundação Getúlio Vargas - FGV para realização de cursos de Pós-GRADUAÇAO em Finanças Públicas e de Atualização em: Análise da Viabilidade Finance";"993.200,00"
"22/08/2013";"22/08/2013";"23/08/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"69366/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.880,00"
"21/08/2013";"21/08/2013";"24/08/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"30571/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"1.190,01"
"21/08/2013";"21/08/2013";"30/09/2013";"Ministério da Saúde";"Agência Nacional de Saúde Suplementar";"AGENCIA NACIONAL DE SAUDE SUPLEMENTAR";"Inexigibilidade de Licitação";"Outros";"33/2013";"Publicado";"Contratação de serviço especializado em treinamento para ministrar Curso de Auditoria em Saúde, conforme conteúdo programático definido no projeto básico, de fo";"49.300,00"
"20/08/2013";"20/08/2013";"20/08/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"62167/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"9.000,00"
"12/08/2013";"12/08/2013";"12/08/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"46571/2013";"Fechado";"ASSINATURAS DE JORNAIS E REVISTAS";"17.417,15"
"09/08/2013";"09/08/2013";"09/08/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"55676/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"19.800,00"
"08/08/2013";"08/08/2013";"08/08/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"51166/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"780,00"
"06/08/2013";"06/08/2013";"06/08/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"56166/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"20.330,01"
"05/08/2013";"05/08/2013";"05/08/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"42724/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"1.404,00"
"05/08/2013";"05/08/2013";"05/08/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"53871/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"972,00"
"01/08/2013";"01/08/2013";"01/08/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"46196/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.500,00"
"01/08/2013";"01/08/2013";"01/08/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"39504/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.500,00"
"26/07/2013";"26/07/2013";"25/08/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"76324/2013";"Fechado";"TREINAMENTO DE EMPREGADOS - MATRÍCULA";"861,01"
"11/07/2013";"11/07/2013";"11/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"6997/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"865,08"
"11/07/2013";"11/07/2013";"11/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"3667/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"953,26"
"11/07/2013";"11/07/2013";"11/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"3529/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"865,08"
"11/07/2013";"11/07/2013";"11/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"4564/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"865,08"
"10/07/2013";"10/07/2013";"11/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"78588/2013";"Fechado";"TREINAMENTO DE EMPREGADOS - MATRÍCULA";"616,00"
"10/07/2013";"10/07/2013";"10/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"2730/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"615,88"
"03/07/2013";"03/07/2013";"04/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"86931/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.300,00"
"02/07/2013";"02/07/2013";"02/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"2731/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.450,01"
"02/07/2013";"02/07/2013";"02/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"92269/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"8.800,00"
"02/07/2013";"02/07/2013";"02/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"97080/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"25.560,00"
"02/07/2013";"02/07/2013";"02/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"2732/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.450,01"
"02/07/2013";"02/07/2013";"02/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"92282/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"23.004,00"
"02/07/2013";"02/07/2013";"02/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"93241/2013";"Fechado";"TREINAMENTO DE EMPREGADOS - MATRÍCULA";"63.225,60"
"27/06/2013";"27/06/2013";"28/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"42236/2013";"Fechado";"TREINAMENTO DE EMPREGADOS - MATRÍCULA";"1.245,60"
"26/06/2013";"26/06/2013";"25/07/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"33164/2013";"Fechado";"TREINAMENTO DE EMPREGADOS - MATRÍCULA";"861,01"
"26/06/2013";"26/06/2013";"29/06/2013";"Ministério da Gestão e da Inovação em Serviços Públicos";"Empresa de Processamento de Dados da Previdência Social";"EMPRESA DE TEC, E INFORMACOES DA PREV. SOCIAL";"Sem Informação";"Outros";"16636/2013";"Fechado";"TREINAMENTO - CURSO / CONGRESSOS / SEMINARIOS / SIMPOSIOS / TREINAMENTO";"2.916,00"
"24/06/2013";"24/06/2013";"24/06/2014";"Ministério da Integração e do Desenvolvimento Regional";"Agência Nacional de Águas e Saneamento Básico";"AGENCIA NACIONAL DE AGUAS E SANEAMENTO BASICO";"Sem Informação";"Outros";"29/2013";"Fechado";"Prestação de serviços educacionais para capacitação e qualificação de servidores da CONTRATANTE.";"313.000,00"
"21/06/2013";"24/06/2013";"26/06/2013";"Ministério da Gestão e da Inovação em Serviços Públicos";"Empresa de Processamento de Dados da Previdência Social";"EMPRESA DE TEC, E INFORMACOES DA PREV. SOCIAL";"Sem Informação";"Outros";"16631/2013";"Fechado";"TREINAMENTO - CURSO / CONGRESSOS / SEMINARIOS / SIMPOSIOS / TREINAMENTO";"2.916,00"
"21/06/2013";"21/06/2013";"20/06/2015";"Ministério de Minas e Energia";"Agência Nacional do Petróleo, Gás Natural e Biocombustíveis";"ESCRITORIO CENTRAL DA ANP";"Inexigibilidade de Licitação";"Serviços";"5012/2013";"Publicado";"Prestar serviços para o projeto de desenvolvimento do planejamento estratégico e definição do modelo de gestão da ANP.";"2.150.000,00"
"20/06/2013";"20/06/2013";"20/06/2014";"Ministério da Educação";"Universidade Federal do Oeste do Pará";"UNIVERSIDADE FEDERAL DO OESTE DO PARA";"Dispensa de Licitação";"Serviços";"24/2013";"Retificação - Publicado";"Realização de Curso de Pós-Graduação Lato Sensu, nível Especialização, denominado ""Pós-Graduação em gerenciamento de Projetos"".";"726.000,00"
"19/06/2013";"19/06/2013";"20/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"80281/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"63.565,60"
"13/06/2013";"13/06/2013";"13/06/2014";"Ministério da Integração e do Desenvolvimento Regional";"Superintendência do Desenvolvimento do Nordeste";"SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE";"Dispensa de Licitação";"Outros";"6/2013";"Publicado";"Organização e realização de concurso público.";"2.000.000,00"
"11/06/2013";"11/06/2013";"11/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"49557/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"737,14"
"07/06/2013";"07/06/2013";"07/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"44521/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.300,00"
"07/06/2013";"07/06/2013";"07/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"50850/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"622,80"
"06/06/2013";"06/06/2013";"06/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"41961/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"400,00"
"05/06/2013";"05/06/2013";"05/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"46435/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.285,51"
"05/06/2013";"05/06/2013";"05/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"46454/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.285,51"
"05/06/2013";"05/06/2013";"05/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"46457/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.285,51"
"05/06/2013";"05/06/2013";"05/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"46449/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.285,51"
"05/06/2013";"05/06/2013";"05/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"48883/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"18.285,51"
"04/06/2013";"04/06/2013";"04/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"49461/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"22.800,00"
"04/06/2013";"04/06/2013";"04/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"44529/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"21.598,01"
"04/06/2013";"04/06/2013";"04/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"40839/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"1.944,00"
"03/06/2013";"03/06/2013";"03/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"45354/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"19.800,00"
"03/06/2013";"03/06/2013";"03/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"30860/2013";"Fechado";"TREINAMENTO DE EMPREGADOS - MATRÍCULA";"861,01"
"26/05/2013";"26/05/2013";"25/06/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"66725/2013";"Fechado";"TREINAMENTO DE EMPREGADOS - MATRÍCULA";"861,01"
"20/05/2013";"20/05/2013";"05/06/2015";"Ministério do Desenvolvimento Agrário e Agricultura Familiar";"Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"SUBSEC. DE PLANEJ., ORC. E ADMINIST./MDA";"Inexigibilidade de Licitação";"Outros";"16/2013";"Publicado";"Participação do servidor FELIPE NEIVA MUNDIM no curso de ""Pós-Graduação em Administração Pública - CIPAD"" promovido pela CONTRATADA, a ser realizado no período";"23.000,00"
"20/05/2013";"24/05/2013";"26/09/2015";"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"SUBSECR. DE ADMIN. TRANSF. DIGITAL E INOVACAO";"Inexigibilidade de Licitação";"Serviços";"15/2013";"Publicado";"Oferta de uma vaga no curso de ""MBA emem Gestão Financeira com Ênfase em Mercado de Capitais"", pós graduação Lato Sensu, a ser ministrado pela Fundação Getúlio";"26.410,08"
"13/05/2013";"13/05/2013";"12/05/2015";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"6476/2013";"Fechado";"LOCAÇÃO DE ESPAÇOS PARA EVENTOS";"15.400,00"
"13/05/2013";"13/05/2013";"14/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"93489/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.300,00"
"13/05/2013";"13/05/2013";"13/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"96721/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"584,00"
"13/05/2013";"13/05/2013";"13/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"95699/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"737,14"
"13/05/2013";"13/05/2013";"13/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"95643/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"584,00"
"13/05/2013";"13/05/2013";"13/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"96720/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"584,00"
"13/05/2013";"13/05/2013";"13/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"95658/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.200,00"
"13/05/2013";"13/05/2013";"13/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"94539/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"615,88"
"13/05/2013";"13/05/2013";"12/11/2014";"Ministério da Defesa";"Comando do Exército";"1º DEPOSITO DE SUPRIMENTO";"Inexigibilidade de Licitação";"Outros";"2/2013";"Publicado";"Contratação dos serviços técnico-profissionais da FUNDAÇÃO GETULIO VARGAS - FGV - CNPJ33.641.663/0001-44, para ministrar o Curso MBAem Gestão Financeira,Contro";"26.291,00"
"07/05/2013";"07/05/2013";"07/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"79894/2013";"Fechado";"ASSINATURAS DE JORNAIS E REVISTAS";"148,00"
"07/05/2013";"07/05/2013";"07/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"95404/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"15.600,00"
"07/05/2013";"07/05/2013";"07/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"95407/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"15.600,00"
"07/05/2013";"07/05/2013";"07/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"95403/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"15.600,00"
"06/05/2013";"06/05/2013";"06/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"87967/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"972,00"
"06/05/2013";"06/05/2013";"06/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"1057/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"23.000,00"
"06/05/2013";"06/05/2013";"06/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"81516/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"25.560,00"
"06/05/2013";"06/05/2013";"06/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"6574/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"215,83"
"06/05/2013";"06/05/2013";"06/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"96406/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"25.559,23"
"06/05/2013";"06/05/2013";"06/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"81521/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"25.560,00"
"03/05/2013";"03/05/2013";"03/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"83766/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"17.280,00"
"03/05/2013";"03/05/2013";"03/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"83372/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"20.353,00"
"03/05/2013";"03/05/2013";"03/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"86090/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"26.247,00"
"03/05/2013";"03/05/2013";"03/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"86528/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"584,00"
"03/05/2013";"03/05/2013";"03/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"83765/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"26.247,00"
"02/05/2013";"02/05/2013";"02/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"85536/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"23.426,00"
"02/05/2013";"02/05/2013";"02/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"1133/2013";"Fechado";"TREINAMENTO DE EMPREGADOS - MATRÍCULA";"861,01"
"02/05/2013";"02/05/2013";"02/05/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"83380/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"22.250,01"
"26/04/2013";"26/04/2013";"26/05/2013";"Ministério das Cidades";"Empresa de Trens Urbanos de Porto Alegre";"EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A";"Sem Informação";"Outros";"36332/2013";"Fechado";"Projeto basico n¿ 31/12 licenciamento de uso do banco de dados denominado ""fgvdados"".";"5.336,54"
"26/04/2013";"26/04/2013";"10/04/2015";"Ministério da Defesa";"Comando do Exército";"BASE DE ADMINISTRACAO E APOIO/CCOMGEX";"Inexigibilidade de Licitação";"Outros";"2/2013";"Publicado";"Prestação de Serviço Educacional referente ao Curso de Pós-Graduação ""Lato Sensu"", nível de Especialização, MBA LLM em Direito Empresarial.";"50.204,16"
"21/04/2013";"20/05/2013";"31/12/2013";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"BANCO CENTRAL DO BRASIL";"Sem Informação";"Outros";"50777/2013";"Fechado";"Prestação de serviços especializados, relacionada a atividades de treinamento e aperfeiçoamento teórico/ prático - Curso de formação de Consultor Interno de Ges";"100.800,00"
"18/04/2013";"18/04/2013";"18/04/2013";"Ministério de Minas e Energia";"Petrobrás - Holding";"PETROLEO BRASILEIRO S/A";"Sem Informação";"Outros";"54571/2013";"Fechado";"INSCRIÇÕES EM TREINAMENTOS EXTERNOS";"24.863,00"
"17/04/2013";"17/04/2013";"27/03/2015";"Ministério da Defesa";"Comando do Exército";"BASE DE ADMINISTRACAO E APOIO/CCOMGEX";"Inexigibilidade de Licitação";"Outros";"3/2013";"Publicado";"Prestação de Serviço Educacional referente ao Curso de Pós-Graduação ""Lato Sensu"", nível de Especialização, MBA em Gerenciamento deProjetos.";"50.204,16"
